site_id,floor,path_id,file_path,split
5d27099f03f801723c32511d,F2,5dbb9bbbd749ad00067c7354,/kaggle/input/competitions/indoor-location-navigation/train/5d27099f03f801723c32511d/F2/5dbb9bbbd749ad00067c7354.txt,train
5d27099f03f801723c32511d,F2,5dbb9bbc02e97f00064c528b,/kaggle/input/competitions/indoor-location-navigation/train/5d27099f03f801723c32511d/F2/5dbb9bbc02e97f00064c528b.txt,train
5d27099f03f801723c32511d,F2,5dbb9bbcd749ad00067c7356,/kaggle/input/competitions/indoor-location-navigation/train/5d27099f03f801723c32511d/F2/5dbb9bbcd749ad00067c7356.txt,train
5d27099f03f801723c32511d,F2,5dbb9d2ad749ad00067c7361,/kaggle/input/competitions/indoor-location-navigation/train/5d27099f03f801723c32511d/F2/5dbb9d2ad749ad00067c7361.txt,train
5d27099f03f801723c32511d,F2,5dbb9d2b02e97f00064c528d,/kaggle/input/competitions/indoor-location-navigation/train/5d27099f03f801723c32511d/F2/5dbb9d2b02e97f00064c528d.txt,train
5d27099f03f801723c32511d,F2,5dbb9d2d02e97f00064c528f,/kaggle/input/competitions/indoor-location-navigation/train/5d27099f03f801723c32511d/F2/5dbb9d2d02e97f00064c528f.txt,train
5d27099f03f801723c32511d,F2,5dbb9d2dd749ad00067c7363,/kaggle/input/competitions/indoor-location-navigation/train/5d27099f03f801723c32511d/F2/5dbb9d2dd749ad00067c7363.txt,train
5d27099f03f801723c32511d,F2,5dbb9d2ed749ad00067c7365,/kaggle/input/competitions/indoor-location-navigation/train/5d27099f03f801723c32511d/F2/5dbb9d2ed749ad00067c7365.txt,train
5d27099f03f801723c32511d,F2,5dbb9d2f02e97f00064c5291,/kaggle/input/competitions/indoor-location-navigation/train/5d27099f03f801723c32511d/F2/5dbb9d2f02e97f00064c5291.txt,train
5d27099f03f801723c32511d,F2,5dbb9fa0d749ad00067c7370,/kaggle/input/competitions/indoor-location-navigation/train/5d27099f03f801723c32511d/F2/5dbb9fa0d749ad00067c7370.txt,train
5d27099f03f801723c32511d,F2,5dbb9fa102e97f00064c52a5,/kaggle/input/competitions/indoor-location-navigation/train/5d27099f03f801723c32511d/F2/5dbb9fa102e97f00064c52a5.txt,train
5d27099f03f801723c32511d,F2,5dbba10302e97f00064c52b3,/kaggle/input/competitions/indoor-location-navigation/train/5d27099f03f801723c32511d/F2/5dbba10302e97f00064c52b3.txt,train
5d27099f03f801723c32511d,F2,5dbba103d749ad00067c7375,/kaggle/input/competitions/indoor-location-navigation/train/5d27099f03f801723c32511d/F2/5dbba103d749ad00067c7375.txt,train
5d27099f03f801723c32511d,F2,5dbba104d749ad00067c7377,/kaggle/input/competitions/indoor-location-navigation/train/5d27099f03f801723c32511d/F2/5dbba104d749ad00067c7377.txt,train
5d27099f03f801723c32511d,F2,5dbba10502e97f00064c52b5,/kaggle/input/competitions/indoor-location-navigation/train/5d27099f03f801723c32511d/F2/5dbba10502e97f00064c52b5.txt,train
5d27099f03f801723c32511d,F2,5dbba106d749ad00067c7379,/kaggle/input/competitions/indoor-location-navigation/train/5d27099f03f801723c32511d/F2/5dbba106d749ad00067c7379.txt,train
5d27099f03f801723c32511d,F2,5dbbc2d702e97f00064c5333,/kaggle/input/competitions/indoor-location-navigation/train/5d27099f03f801723c32511d/F2/5dbbc2d702e97f00064c5333.txt,train
5d27099f03f801723c32511d,F2,5dbbc2d8d749ad00067c7415,/kaggle/input/competitions/indoor-location-navigation/train/5d27099f03f801723c32511d/F2/5dbbc2d8d749ad00067c7415.txt,train
5d27099f03f801723c32511d,F2,5dbbc3a402e97f00064c5335,/kaggle/input/competitions/indoor-location-navigation/train/5d27099f03f801723c32511d/F2/5dbbc3a402e97f00064c5335.txt,train
5d27099f03f801723c32511d,F2,5dbbd03adbd8c70007364ad7,/kaggle/input/competitions/indoor-location-navigation/train/5d27099f03f801723c32511d/F2/5dbbd03adbd8c70007364ad7.txt,train
5d27099f03f801723c32511d,F2,5dbbd03ba002240006a875e7,/kaggle/input/competitions/indoor-location-navigation/train/5d27099f03f801723c32511d/F2/5dbbd03ba002240006a875e7.txt,train
5d27099f03f801723c32511d,F2,5dbbd042dbd8c70007364ad9,/kaggle/input/competitions/indoor-location-navigation/train/5d27099f03f801723c32511d/F2/5dbbd042dbd8c70007364ad9.txt,train
5d27099f03f801723c32511d,B1,5dce74b25516ad00065f033b,/kaggle/input/competitions/indoor-location-navigation/train/5d27099f03f801723c32511d/B1/5dce74b25516ad00065f033b.txt,train
5d27099f03f801723c32511d,B1,5dce74b35516ad00065f033d,/kaggle/input/competitions/indoor-location-navigation/train/5d27099f03f801723c32511d/B1/5dce74b35516ad00065f033d.txt,train
5d27099f03f801723c32511d,B1,5dce74b494e49000061250c6,/kaggle/input/competitions/indoor-location-navigation/train/5d27099f03f801723c32511d/B1/5dce74b494e49000061250c6.txt,train
5d27099f03f801723c32511d,B1,5dce74b594e49000061250c8,/kaggle/input/competitions/indoor-location-navigation/train/5d27099f03f801723c32511d/B1/5dce74b594e49000061250c8.txt,train
5d27099f03f801723c32511d,B1,5dce74b75516ad00065f033f,/kaggle/input/competitions/indoor-location-navigation/train/5d27099f03f801723c32511d/B1/5dce74b75516ad00065f033f.txt,train
5d27099f03f801723c32511d,B1,5dce74b95516ad00065f0341,/kaggle/input/competitions/indoor-location-navigation/train/5d27099f03f801723c32511d/B1/5dce74b95516ad00065f0341.txt,train
5d27099f03f801723c32511d,B1,5dce74bb94e49000061250ca,/kaggle/input/competitions/indoor-location-navigation/train/5d27099f03f801723c32511d/B1/5dce74bb94e49000061250ca.txt,train
5d27099f03f801723c32511d,B1,5dce74bc5516ad00065f0343,/kaggle/input/competitions/indoor-location-navigation/train/5d27099f03f801723c32511d/B1/5dce74bc5516ad00065f0343.txt,train
5d27099f03f801723c32511d,B1,5dce74be5516ad00065f0346,/kaggle/input/competitions/indoor-location-navigation/train/5d27099f03f801723c32511d/B1/5dce74be5516ad00065f0346.txt,train
5d27099f03f801723c32511d,B1,5dce74c05516ad00065f0348,/kaggle/input/competitions/indoor-location-navigation/train/5d27099f03f801723c32511d/B1/5dce74c05516ad00065f0348.txt,train
5d27099f03f801723c32511d,B1,5dce74c35516ad00065f034a,/kaggle/input/competitions/indoor-location-navigation/train/5d27099f03f801723c32511d/B1/5dce74c35516ad00065f034a.txt,train
5d27099f03f801723c32511d,F1,5dce761694e49000061250dc,/kaggle/input/competitions/indoor-location-navigation/train/5d27099f03f801723c32511d/F1/5dce761694e49000061250dc.txt,train
5d27099f03f801723c32511d,F1,5dce76185516ad00065f0360,/kaggle/input/competitions/indoor-location-navigation/train/5d27099f03f801723c32511d/F1/5dce76185516ad00065f0360.txt,train
5d27099f03f801723c32511d,F1,5dce76255516ad00065f0363,/kaggle/input/competitions/indoor-location-navigation/train/5d27099f03f801723c32511d/F1/5dce76255516ad00065f0363.txt,train
5d27099f03f801723c32511d,F1,5dce762994e49000061250df,/kaggle/input/competitions/indoor-location-navigation/train/5d27099f03f801723c32511d/F1/5dce762994e49000061250df.txt,train
5d27099f03f801723c32511d,F1,5dce762c94e49000061250e1,/kaggle/input/competitions/indoor-location-navigation/train/5d27099f03f801723c32511d/F1/5dce762c94e49000061250e1.txt,train
5d27099f03f801723c32511d,F1,5dce763194e49000061250e3,/kaggle/input/competitions/indoor-location-navigation/train/5d27099f03f801723c32511d/F1/5dce763194e49000061250e3.txt,train
5d27099f03f801723c32511d,F1,5dce76355516ad00065f0366,/kaggle/input/competitions/indoor-location-navigation/train/5d27099f03f801723c32511d/F1/5dce76355516ad00065f0366.txt,train
5d27099f03f801723c32511d,F1,5dce763d94e49000061250e6,/kaggle/input/competitions/indoor-location-navigation/train/5d27099f03f801723c32511d/F1/5dce763d94e49000061250e6.txt,train
5d27099f03f801723c32511d,F1,5dce763f94e49000061250e8,/kaggle/input/competitions/indoor-location-navigation/train/5d27099f03f801723c32511d/F1/5dce763f94e49000061250e8.txt,train
5d27099f03f801723c32511d,F1,5dce764494e49000061250ea,/kaggle/input/competitions/indoor-location-navigation/train/5d27099f03f801723c32511d/F1/5dce764494e49000061250ea.txt,train
5d27099f03f801723c32511d,F1,5dce764794e49000061250ec,/kaggle/input/competitions/indoor-location-navigation/train/5d27099f03f801723c32511d/F1/5dce764794e49000061250ec.txt,train
5d27099f03f801723c32511d,F1,5dce764794e49000061250ee,/kaggle/input/competitions/indoor-location-navigation/train/5d27099f03f801723c32511d/F1/5dce764794e49000061250ee.txt,train
5d27099f03f801723c32511d,F1,5dce76495516ad00065f036b,/kaggle/input/competitions/indoor-location-navigation/train/5d27099f03f801723c32511d/F1/5dce76495516ad00065f036b.txt,train
5d27099f03f801723c32511d,F1,5dce764b94e49000061250f0,/kaggle/input/competitions/indoor-location-navigation/train/5d27099f03f801723c32511d/F1/5dce764b94e49000061250f0.txt,train
5d27099f03f801723c32511d,F1,5dce764d5516ad00065f036d,/kaggle/input/competitions/indoor-location-navigation/train/5d27099f03f801723c32511d/F1/5dce764d5516ad00065f036d.txt,train
5d27099f03f801723c32511d,F1,5dce764f5516ad00065f036f,/kaggle/input/competitions/indoor-location-navigation/train/5d27099f03f801723c32511d/F1/5dce764f5516ad00065f036f.txt,train
5d27099f03f801723c32511d,F1,5dce764f94e49000061250f2,/kaggle/input/competitions/indoor-location-navigation/train/5d27099f03f801723c32511d/F1/5dce764f94e49000061250f2.txt,train
5d27099f03f801723c32511d,F1,5dce765094e49000061250f4,/kaggle/input/competitions/indoor-location-navigation/train/5d27099f03f801723c32511d/F1/5dce765094e49000061250f4.txt,train
5d27099f03f801723c32511d,F1,5dce76525516ad00065f0371,/kaggle/input/competitions/indoor-location-navigation/train/5d27099f03f801723c32511d/F1/5dce76525516ad00065f0371.txt,train
5d27099f03f801723c32511d,F1,5dce76525516ad00065f0373,/kaggle/input/competitions/indoor-location-navigation/train/5d27099f03f801723c32511d/F1/5dce76525516ad00065f0373.txt,train
5d27099f03f801723c32511d,F3,5dce817c94e490000612511d,/kaggle/input/competitions/indoor-location-navigation/train/5d27099f03f801723c32511d/F3/5dce817c94e490000612511d.txt,train
5d27099f03f801723c32511d,F3,5dce817e5516ad00065f0399,/kaggle/input/competitions/indoor-location-navigation/train/5d27099f03f801723c32511d/F3/5dce817e5516ad00065f0399.txt,train
5d27099f03f801723c32511d,F3,5dce817e5516ad00065f039b,/kaggle/input/competitions/indoor-location-navigation/train/5d27099f03f801723c32511d/F3/5dce817e5516ad00065f039b.txt,train
5d27099f03f801723c32511d,F3,5dce818194e490000612511f,/kaggle/input/competitions/indoor-location-navigation/train/5d27099f03f801723c32511d/F3/5dce818194e490000612511f.txt,train
5d27099f03f801723c32511d,F3,5dce818294e4900006125121,/kaggle/input/competitions/indoor-location-navigation/train/5d27099f03f801723c32511d/F3/5dce818294e4900006125121.txt,train
5d27099f03f801723c32511d,F3,5dce818294e4900006125123,/kaggle/input/competitions/indoor-location-navigation/train/5d27099f03f801723c32511d/F3/5dce818294e4900006125123.txt,train
5d27099f03f801723c32511d,F3,5dce81845516ad00065f039d,/kaggle/input/competitions/indoor-location-navigation/train/5d27099f03f801723c32511d/F3/5dce81845516ad00065f039d.txt,train
5d27099f03f801723c32511d,F3,5dce818494e4900006125125,/kaggle/input/competitions/indoor-location-navigation/train/5d27099f03f801723c32511d/F3/5dce818494e4900006125125.txt,train
5d27099f03f801723c32511d,F3,5dce81855516ad00065f039f,/kaggle/input/competitions/indoor-location-navigation/train/5d27099f03f801723c32511d/F3/5dce81855516ad00065f039f.txt,train
5d27099f03f801723c32511d,F3,5dce818594e4900006125127,/kaggle/input/competitions/indoor-location-navigation/train/5d27099f03f801723c32511d/F3/5dce818594e4900006125127.txt,train
5d27099f03f801723c32511d,F3,5dce81865516ad00065f03a1,/kaggle/input/competitions/indoor-location-navigation/train/5d27099f03f801723c32511d/F3/5dce81865516ad00065f03a1.txt,train
5d27099f03f801723c32511d,F3,5dce81875516ad00065f03a3,/kaggle/input/competitions/indoor-location-navigation/train/5d27099f03f801723c32511d/F3/5dce81875516ad00065f03a3.txt,train
5d27099f03f801723c32511d,F3,5dce81885516ad00065f03a5,/kaggle/input/competitions/indoor-location-navigation/train/5d27099f03f801723c32511d/F3/5dce81885516ad00065f03a5.txt,train
5d27099f03f801723c32511d,F3,5dce818994e490000612512b,/kaggle/input/competitions/indoor-location-navigation/train/5d27099f03f801723c32511d/F3/5dce818994e490000612512b.txt,train
5d27099f03f801723c32511d,F3,5dce818a5516ad00065f03a7,/kaggle/input/competitions/indoor-location-navigation/train/5d27099f03f801723c32511d/F3/5dce818a5516ad00065f03a7.txt,train
5d27099f03f801723c32511d,F2,5dce82b85516ad00065f03cf,/kaggle/input/competitions/indoor-location-navigation/train/5d27099f03f801723c32511d/F2/5dce82b85516ad00065f03cf.txt,train
5d27099f03f801723c32511d,F2,5dce82be94e4900006125156,/kaggle/input/competitions/indoor-location-navigation/train/5d27099f03f801723c32511d/F2/5dce82be94e4900006125156.txt,train
5d27099f03f801723c32511d,F2,5dce82c194e4900006125158,/kaggle/input/competitions/indoor-location-navigation/train/5d27099f03f801723c32511d/F2/5dce82c194e4900006125158.txt,train
5d27099f03f801723c32511d,F2,5dce82c35516ad00065f03d1,/kaggle/input/competitions/indoor-location-navigation/train/5d27099f03f801723c32511d/F2/5dce82c35516ad00065f03d1.txt,train
5d27099f03f801723c32511d,F2,5dce82c694e490000612515b,/kaggle/input/competitions/indoor-location-navigation/train/5d27099f03f801723c32511d/F2/5dce82c694e490000612515b.txt,train
5d27099f03f801723c32511d,F2,5dce82c75516ad00065f03d3,/kaggle/input/competitions/indoor-location-navigation/train/5d27099f03f801723c32511d/F2/5dce82c75516ad00065f03d3.txt,train
5d27099f03f801723c32511d,F2,5dce82c994e490000612515d,/kaggle/input/competitions/indoor-location-navigation/train/5d27099f03f801723c32511d/F2/5dce82c994e490000612515d.txt,train
5d27099f03f801723c32511d,F2,5dce82cc94e490000612515f,/kaggle/input/competitions/indoor-location-navigation/train/5d27099f03f801723c32511d/F2/5dce82cc94e490000612515f.txt,train
5d27099f03f801723c32511d,F2,5dce82ce94e4900006125161,/kaggle/input/competitions/indoor-location-navigation/train/5d27099f03f801723c32511d/F2/5dce82ce94e4900006125161.txt,train
5d27099f03f801723c32511d,F2,5dce82cf5516ad00065f03d5,/kaggle/input/competitions/indoor-location-navigation/train/5d27099f03f801723c32511d/F2/5dce82cf5516ad00065f03d5.txt,train
5d27099f03f801723c32511d,F2,5dce82d15516ad00065f03d7,/kaggle/input/competitions/indoor-location-navigation/train/5d27099f03f801723c32511d/F2/5dce82d15516ad00065f03d7.txt,train
5d27099f03f801723c32511d,F2,5dce82d194e4900006125163,/kaggle/input/competitions/indoor-location-navigation/train/5d27099f03f801723c32511d/F2/5dce82d194e4900006125163.txt,train
5d27099f03f801723c32511d,F2,5dce82d294e4900006125165,/kaggle/input/competitions/indoor-location-navigation/train/5d27099f03f801723c32511d/F2/5dce82d294e4900006125165.txt,train
5d27099f03f801723c32511d,B1,5dce86e794e490000612518a,/kaggle/input/competitions/indoor-location-navigation/train/5d27099f03f801723c32511d/B1/5dce86e794e490000612518a.txt,train
5d27099f03f801723c32511d,F4,5dce8b4e5516ad00065f0400,/kaggle/input/competitions/indoor-location-navigation/train/5d27099f03f801723c32511d/F4/5dce8b4e5516ad00065f0400.txt,train
5d27099f03f801723c32511d,F4,5dce8b4f94e49000061251b5,/kaggle/input/competitions/indoor-location-navigation/train/5d27099f03f801723c32511d/F4/5dce8b4f94e49000061251b5.txt,train
5d27099f03f801723c32511d,F4,5dce8b5194e49000061251b7,/kaggle/input/competitions/indoor-location-navigation/train/5d27099f03f801723c32511d/F4/5dce8b5194e49000061251b7.txt,train
5d27099f03f801723c32511d,F4,5dce8b5b94e49000061251ba,/kaggle/input/competitions/indoor-location-navigation/train/5d27099f03f801723c32511d/F4/5dce8b5b94e49000061251ba.txt,train
5d27099f03f801723c32511d,F4,5dce8b5c94e49000061251bc,/kaggle/input/competitions/indoor-location-navigation/train/5d27099f03f801723c32511d/F4/5dce8b5c94e49000061251bc.txt,train
5d27099f03f801723c32511d,F4,5dce8b5d5516ad00065f0403,/kaggle/input/competitions/indoor-location-navigation/train/5d27099f03f801723c32511d/F4/5dce8b5d5516ad00065f0403.txt,train
5d27099f03f801723c32511d,F4,5dce8b5e5516ad00065f0405,/kaggle/input/competitions/indoor-location-navigation/train/5d27099f03f801723c32511d/F4/5dce8b5e5516ad00065f0405.txt,train
5d27099f03f801723c32511d,F4,5dce8b5f94e49000061251bf,/kaggle/input/competitions/indoor-location-navigation/train/5d27099f03f801723c32511d/F4/5dce8b5f94e49000061251bf.txt,train
5d27099f03f801723c32511d,F4,5dce8be794e49000061251cd,/kaggle/input/competitions/indoor-location-navigation/train/5d27099f03f801723c32511d/F4/5dce8be794e49000061251cd.txt,train
5d27099f03f801723c32511d,F4,5dce910b5516ad00065f0442,/kaggle/input/competitions/indoor-location-navigation/train/5d27099f03f801723c32511d/F4/5dce910b5516ad00065f0442.txt,train
5d27099f03f801723c32511d,F4,5dce910c5516ad00065f0444,/kaggle/input/competitions/indoor-location-navigation/train/5d27099f03f801723c32511d/F4/5dce910c5516ad00065f0444.txt,train
5d27099f03f801723c32511d,F4,5dce910d5516ad00065f0446,/kaggle/input/competitions/indoor-location-navigation/train/5d27099f03f801723c32511d/F4/5dce910d5516ad00065f0446.txt,train
5d27099f03f801723c32511d,F4,5dce910e5516ad00065f0448,/kaggle/input/competitions/indoor-location-navigation/train/5d27099f03f801723c32511d/F4/5dce910e5516ad00065f0448.txt,train
5d27099f03f801723c32511d,F4,5dce910f5516ad00065f044a,/kaggle/input/competitions/indoor-location-navigation/train/5d27099f03f801723c32511d/F4/5dce910f5516ad00065f044a.txt,train
5d27099f03f801723c32511d,F4,5dce911094e4900006125209,/kaggle/input/competitions/indoor-location-navigation/train/5d27099f03f801723c32511d/F4/5dce911094e4900006125209.txt,train
5d27099f03f801723c32511d,F4,5dce91125516ad00065f044c,/kaggle/input/competitions/indoor-location-navigation/train/5d27099f03f801723c32511d/F4/5dce91125516ad00065f044c.txt,train
5d27099f03f801723c32511d,B1,5dce933794e490000612521c,/kaggle/input/competitions/indoor-location-navigation/train/5d27099f03f801723c32511d/B1/5dce933794e490000612521c.txt,train
5d27099f03f801723c32511d,F2,5dce957c94e4900006125229,/kaggle/input/competitions/indoor-location-navigation/train/5d27099f03f801723c32511d/F2/5dce957c94e4900006125229.txt,train
5d27099f03f801723c32511d,F2,5dce95825516ad00065f0472,/kaggle/input/competitions/indoor-location-navigation/train/5d27099f03f801723c32511d/F2/5dce95825516ad00065f0472.txt,train
5d27099f03f801723c32511d,F2,5dce95865516ad00065f0474,/kaggle/input/competitions/indoor-location-navigation/train/5d27099f03f801723c32511d/F2/5dce95865516ad00065f0474.txt,train
5d27099f03f801723c32511d,F2,5dce980394e490000612522d,/kaggle/input/competitions/indoor-location-navigation/train/5d27099f03f801723c32511d/F2/5dce980394e490000612522d.txt,train
5d27099f03f801723c32511d,F2,5dce980494e490000612522f,/kaggle/input/competitions/indoor-location-navigation/train/5d27099f03f801723c32511d/F2/5dce980494e490000612522f.txt,train
5d27099f03f801723c32511d,F4,5dce9b6a5516ad00065f0486,/kaggle/input/competitions/indoor-location-navigation/train/5d27099f03f801723c32511d/F4/5dce9b6a5516ad00065f0486.txt,train
5d27099f03f801723c32511d,F4,5dce9b6b94e490000612523b,/kaggle/input/competitions/indoor-location-navigation/train/5d27099f03f801723c32511d/F4/5dce9b6b94e490000612523b.txt,train
5d27099f03f801723c32511d,F3,5dce9c915516ad00065f0489,/kaggle/input/competitions/indoor-location-navigation/train/5d27099f03f801723c32511d/F3/5dce9c915516ad00065f0489.txt,train
5d27099f03f801723c32511d,F3,5dce9c9194e4900006125246,/kaggle/input/competitions/indoor-location-navigation/train/5d27099f03f801723c32511d/F3/5dce9c9194e4900006125246.txt,train
5d27099f03f801723c32511d,F2,5dce9ee25516ad00065f04a1,/kaggle/input/competitions/indoor-location-navigation/train/5d27099f03f801723c32511d/F2/5dce9ee25516ad00065f04a1.txt,train
5d27099f03f801723c32511d,F2,5dce9ee294e490000612526b,/kaggle/input/competitions/indoor-location-navigation/train/5d27099f03f801723c32511d/F2/5dce9ee294e490000612526b.txt,train
5d27099f03f801723c32511d,F2,5dce9ee494e490000612526d,/kaggle/input/competitions/indoor-location-navigation/train/5d27099f03f801723c32511d/F2/5dce9ee494e490000612526d.txt,train
5d27099f03f801723c32511d,F2,5dce9ee55516ad00065f04a3,/kaggle/input/competitions/indoor-location-navigation/train/5d27099f03f801723c32511d/F2/5dce9ee55516ad00065f04a3.txt,train
5d27099f03f801723c32511d,F2,5dce9ee594e490000612526f,/kaggle/input/competitions/indoor-location-navigation/train/5d27099f03f801723c32511d/F2/5dce9ee594e490000612526f.txt,train
5d27099f03f801723c32511d,F2,5dce9ee694e4900006125271,/kaggle/input/competitions/indoor-location-navigation/train/5d27099f03f801723c32511d/F2/5dce9ee694e4900006125271.txt,train
5d27099f03f801723c32511d,F2,5dce9ee85516ad00065f04a5,/kaggle/input/competitions/indoor-location-navigation/train/5d27099f03f801723c32511d/F2/5dce9ee85516ad00065f04a5.txt,train
5d27099f03f801723c32511d,F2,5dce9eea5516ad00065f04a7,/kaggle/input/competitions/indoor-location-navigation/train/5d27099f03f801723c32511d/F2/5dce9eea5516ad00065f04a7.txt,train
5da138274db8ce0c98bbd3d2,F3,5dc4f860171e610006b5d88f,/kaggle/input/competitions/indoor-location-navigation/train/5da138274db8ce0c98bbd3d2/F3/5dc4f860171e610006b5d88f.txt,train
5da138274db8ce0c98bbd3d2,F3,5dc4f86321dceb0006114495,/kaggle/input/competitions/indoor-location-navigation/train/5da138274db8ce0c98bbd3d2/F3/5dc4f86321dceb0006114495.txt,train
5da138274db8ce0c98bbd3d2,F3,5dc4f865171e610006b5d891,/kaggle/input/competitions/indoor-location-navigation/train/5da138274db8ce0c98bbd3d2/F3/5dc4f865171e610006b5d891.txt,train
5da138274db8ce0c98bbd3d2,F3,5dc4f86521dceb0006114497,/kaggle/input/competitions/indoor-location-navigation/train/5da138274db8ce0c98bbd3d2/F3/5dc4f86521dceb0006114497.txt,train
5da138274db8ce0c98bbd3d2,F3,5dc4f866171e610006b5d893,/kaggle/input/competitions/indoor-location-navigation/train/5da138274db8ce0c98bbd3d2/F3/5dc4f866171e610006b5d893.txt,train
5da138274db8ce0c98bbd3d2,F3,5dc4f868171e610006b5d895,/kaggle/input/competitions/indoor-location-navigation/train/5da138274db8ce0c98bbd3d2/F3/5dc4f868171e610006b5d895.txt,train
5da138274db8ce0c98bbd3d2,F3,5dc4f86821dceb000611449b,/kaggle/input/competitions/indoor-location-navigation/train/5da138274db8ce0c98bbd3d2/F3/5dc4f86821dceb000611449b.txt,train
5da138274db8ce0c98bbd3d2,F3,5dc4f86921dceb000611449d,/kaggle/input/competitions/indoor-location-navigation/train/5da138274db8ce0c98bbd3d2/F3/5dc4f86921dceb000611449d.txt,train
5da138274db8ce0c98bbd3d2,F3,5dc4f86a171e610006b5d897,/kaggle/input/competitions/indoor-location-navigation/train/5da138274db8ce0c98bbd3d2/F3/5dc4f86a171e610006b5d897.txt,train
5da138274db8ce0c98bbd3d2,F3,5dc4f86a21dceb000611449f,/kaggle/input/competitions/indoor-location-navigation/train/5da138274db8ce0c98bbd3d2/F3/5dc4f86a21dceb000611449f.txt,train
5da138274db8ce0c98bbd3d2,F3,5dc4f86b171e610006b5d899,/kaggle/input/competitions/indoor-location-navigation/train/5da138274db8ce0c98bbd3d2/F3/5dc4f86b171e610006b5d899.txt,train
5da138274db8ce0c98bbd3d2,F3,5dc4f86c21dceb00061144a1,/kaggle/input/competitions/indoor-location-navigation/train/5da138274db8ce0c98bbd3d2/F3/5dc4f86c21dceb00061144a1.txt,train
5da138274db8ce0c98bbd3d2,F3,5dc4f86e21dceb00061144a3,/kaggle/input/competitions/indoor-location-navigation/train/5da138274db8ce0c98bbd3d2/F3/5dc4f86e21dceb00061144a3.txt,train
5da138274db8ce0c98bbd3d2,F3,5dc4f86f171e610006b5d89b,/kaggle/input/competitions/indoor-location-navigation/train/5da138274db8ce0c98bbd3d2/F3/5dc4f86f171e610006b5d89b.txt,train
5da138274db8ce0c98bbd3d2,F3,5dc4f870171e610006b5d89d,/kaggle/input/competitions/indoor-location-navigation/train/5da138274db8ce0c98bbd3d2/F3/5dc4f870171e610006b5d89d.txt,train
5da138274db8ce0c98bbd3d2,F3,5dc4f87021dceb00061144a5,/kaggle/input/competitions/indoor-location-navigation/train/5da138274db8ce0c98bbd3d2/F3/5dc4f87021dceb00061144a5.txt,train
5da138274db8ce0c98bbd3d2,F3,5dc4f87021dceb00061144a7,/kaggle/input/competitions/indoor-location-navigation/train/5da138274db8ce0c98bbd3d2/F3/5dc4f87021dceb00061144a7.txt,train
