site_id,path_id,floor,timestamp,point_index,rank,candidate_index,candidate_x,candidate_y,pred_x,pred_y,gt_x,gt_y,pred_to_candidate_m,gt_to_candidate_m,gt_nearest_index,gt_nearest_rank,is_gt_nearest
5d27099f03f801723c32511d,5dce818894e4900006125129,F3,1573814369722,1,22,5,10.5,73.5,19.429186228318866,49.78050700648597,12.674731,54.39854,25.34452040519529,19.22485966278977,17,6,0
5d27099f03f801723c32511d,5dce818894e4900006125129,F3,1573814369722,1,23,26,21.4,23.6,19.429186228318866,49.78050700648597,12.674731,54.39854,26.2545815818746,32.01062925426429,17,6,0
5d27099f03f801723c32511d,5dce818894e4900006125129,F3,1573814369722,1,24,40,24.5,23.9,19.429186228318866,49.78050700648597,12.674731,54.39854,26.372595534376977,32.71082281224306,17,6,0
5d27099f03f801723c32511d,5dce818894e4900006125129,F3,1573814369722,1,25,20,14.6,23.1,19.429186228318866,49.78050700648597,12.674731,54.39854,27.11402761949857,31.35769868555345,17,6,0
5d27099f03f801723c32511d,5dce818894e4900006125129,F3,1573814369722,1,26,42,24.8,20.2,19.429186228318866,49.78050700648597,12.674731,54.39854,30.06413204020441,36.28446343070214,17,6,0
5d27099f03f801723c32511d,5dce818894e4900006125129,F3,1573814369722,1,27,14,12.6,20.1,19.429186228318866,49.78050700648597,12.674731,54.39854,30.456038493263083,34.298621413315736,17,6,0
5d27099f03f801723c32511d,5dce818894e4900006125129,F3,1573814369722,1,28,28,21.5,85.4,19.429186228318866,49.78050700648597,12.674731,54.39854,35.67963776150172,32.23314900927245,17,6,0
5d27099f03f801723c32511d,5dce818894e4900006125129,F3,1573814369722,1,29,9,11.6,85.0,19.429186228318866,49.78050700648597,12.674731,54.39854,36.07920237086571,30.620326596134817,17,6,0
5d27099f03f801723c32511d,5dce818894e4900006125129,F3,1573814369722,1,30,35,22.9,86.5,19.429186228318866,49.78050700648597,12.674731,54.39854,36.88316301428631,33.69064944838495,17,6,0
5d27099f03f801723c32511d,5dce818894e4900006125129,F3,1573814369722,1,31,3,10.0,86.3,19.429186228318866,49.78050700648597,12.674731,54.39854,37.71714360117476,32.013393073118024,17,6,0
5d27099f03f801723c32511d,5dce818894e4900006125129,F3,1573814369722,1,32,7,11.3,95.6,19.429186228318866,49.78050700648597,12.674731,54.39854,46.53503633733802,41.224388309033294,17,6,0
5d27099f03f801723c32511d,5dce818894e4900006125129,F3,1573814369722,1,33,23,18.9,98.3,19.429186228318866,49.78050700648597,12.674731,54.39854,48.522378738185324,44.34063784220927,17,6,0
5d27099f03f801723c32511d,5dce818894e4900006125129,F3,1573814369722,1,34,18,13.2,98.0,19.429186228318866,49.78050700648597,12.674731,54.39854,48.62018372670579,43.60462385635222,17,6,0
5d27099f03f801723c32511d,5dce818894e4900006125129,F3,1573814369722,1,35,2,9.9,97.5,19.429186228318866,49.78050700648597,12.674731,54.39854,48.66164199584737,43.190681706288935,17,6,0
5d27099f03f801723c32511d,5dce818894e4900006125129,F3,1573814369722,1,36,33,22.3,98.7,19.429186228318866,49.78050700648597,12.674731,54.39854,49.00365666411174,45.335032386157636,17,6,0
5d27099f03f801723c32511d,5dce818894e4900006125129,F3,1573814369722,1,37,15,12.6,102.0,19.429186228318866,49.78050700648597,12.674731,54.39854,52.664155106112936,47.6015186612146,17,6,0
5d27099f03f801723c32511d,5dce818894e4900006125129,F3,1573814369722,1,38,1,9.3,104.7,19.429186228318866,49.78050700648597,12.674731,54.39854,55.845779825449675,50.4145384532474,17,6,0
5d27099f03f801723c32511d,5dce818894e4900006125129,F3,1573814369722,1,39,30,21.7,107.3,19.429186228318866,49.78050700648597,12.674731,54.39854,57.564300303370025,53.6658173389166,17,6,0
5d27099f03f801723c32511d,5dce818894e4900006125129,F3,1573814369722,1,40,22,18.3,112.3,19.429186228318866,49.78050700648597,12.674731,54.39854,62.529689473915305,58.17407258782869,17,6,0
5d27099f03f801723c32511d,5dce818894e4900006125129,F3,1573814369722,1,41,12,12.3,112.2,19.429186228318866,49.78050700648597,12.674731,54.39854,62.82530065065665,57.80267469117637,17,6,0
5d27099f03f801723c32511d,5dce818894e4900006125129,F3,1573814369722,1,42,27,21.4,115.2,19.429186228318866,49.78050700648597,12.674731,54.39854,65.44917241990979,61.424326266178625,17,6,0
5d27099f03f801723c32511d,5dce818894e4900006125129,F3,1573814369722,1,43,0,9.2,114.6,19.429186228318866,49.78050700648597,12.674731,54.39854,65.62166504158395,60.30165455154577,17,6,0
5d27099f03f801723c32511d,5dce818894e4900006125129,F3,1573814384235,2,1,5,10.5,73.5,12.504764215862313,78.32878196818302,23.891392,55.40362,5.228404618758149,22.512404331880326,38,22,0
5d27099f03f801723c32511d,5dce818894e4900006125129,F3,1573814384235,2,2,10,11.8,72.2,12.504764215862313,78.32878196818302,23.891392,55.40362,6.169170204613045,20.695896733460575,38,22,0
5d27099f03f801723c32511d,5dce818894e4900006125129,F3,1573814384235,2,3,9,11.6,85.0,12.504764215862313,78.32878196818302,23.891392,55.40362,6.732291460887959,32.04721557954863,38,22,0
5d27099f03f801723c32511d,5dce818894e4900006125129,F3,1573814384235,2,4,3,10.0,86.3,12.504764215862313,78.32878196818302,23.891392,55.40362,8.355486861208533,33.875611711112526,38,22,0
5d27099f03f801723c32511d,5dce818894e4900006125129,F3,1573814384235,2,5,29,21.7,72.4,12.504764215862313,78.32878196818302,23.891392,55.40362,10.940878244096234,17.13706894431088,38,22,0
5d27099f03f801723c32511d,5dce818894e4900006125129,F3,1573814384235,2,6,28,21.5,85.4,12.504764215862313,78.32878196818302,23.891392,55.40362,11.441870094775801,30.091553113823565,38,22,0
5d27099f03f801723c32511d,5dce818894e4900006125129,F3,1573814384235,2,7,37,23.6,74.1,12.504764215862313,78.32878196818302,23.891392,55.40362,11.873788529363297,18.698650603775235,38,22,0
5d27099f03f801723c32511d,5dce818894e4900006125129,F3,1573814384235,2,8,35,22.9,86.5,12.504764215862313,78.32878196818302,23.891392,55.40362,13.222319430845237,31.11217940296154,38,22,0
5d27099f03f801723c32511d,5dce818894e4900006125129,F3,1573814384235,2,9,4,10.3,65.0,12.504764215862313,78.32878196818302,23.891392,55.40362,13.509900591895851,16.637801705816308,38,22,0
5d27099f03f801723c32511d,5dce818894e4900006125129,F3,1573814384235,2,10,13,12.4,62.2,12.504764215862313,78.32878196818302,23.891392,55.40362,16.12912221164286,13.350762944568526,38,22,0
5d27099f03f801723c32511d,5dce818894e4900006125129,F3,1573814384235,2,11,36,23.6,65.3,12.504764215862313,78.32878196818302,23.891392,55.40362,17.11296048847366,9.900668987602,38,22,0
5d27099f03f801723c32511d,5dce818894e4900006125129,F3,1573814384235,2,12,7,11.3,95.6,12.504764215862313,78.32878196818302,23.891392,55.40362,17.31318656742259,42.12234700965823,38,22,0
5d27099f03f801723c32511d,5dce818894e4900006125129,F3,1573814384235,2,13,32,22.3,62.8,12.504764215862313,78.32878196818302,23.891392,55.40362,18.36000309047408,7.5656437665319665,38,22,0
5d27099f03f801723c32511d,5dce818894e4900006125129,F3,1573814384235,2,14,2,9.9,97.5,12.504764215862313,78.32878196818302,23.891392,55.40362,19.347361511164802,44.36061608230959,38,22,0
5d27099f03f801723c32511d,5dce818894e4900006125129,F3,1573814384235,2,15,18,13.2,98.0,12.504764215862313,78.32878196818302,23.891392,55.40362,19.683499984779814,43.91762120154124,38,22,0
5d27099f03f801723c32511d,5dce818894e4900006125129,F3,1573814384235,2,16,23,18.9,98.3,12.504764215862313,78.32878196818302,23.891392,55.40362,20.970183366129316,43.1858010369388,38,22,0
5d27099f03f801723c32511d,5dce818894e4900006125129,F3,1573814384235,2,17,33,22.3,98.7,12.504764215862313,78.32878196818302,23.891392,55.40362,22.60383082945625,43.32561655189762,38,22,0
5d27099f03f801723c32511d,5dce818894e4900006125129,F3,1573814384235,2,18,6,11.2,55.7,12.504764215862313,78.32878196818302,23.891392,55.40362,22.6663667803766,12.694852185120709,38,22,0
5d27099f03f801723c32511d,5dce818894e4900006125129,F3,1573814384235,2,19,15,12.6,102.0,12.504764215862313,78.32878196818302,23.891392,55.40362,23.67140961084484,47.94494928980595,38,22,0
5d27099f03f801723c32511d,5dce818894e4900006125129,F3,1573814384235,2,20,17,12.7,54.4,12.504764215862313,78.32878196818302,23.891392,55.40362,23.929578422785656,11.23630312879036,38,22,0
5d27099f03f801723c32511d,5dce818894e4900006125129,F3,1573814384235,2,21,31,22.3,55.7,12.504764215862313,78.32878196818302,23.891392,55.40362,24.657826697225698,1.6187555720565105,38,22,0
5d27099f03f801723c32511d,5dce818894e4900006125129,F3,1573814384235,2,22,38,23.9,55.4,12.504764215862313,78.32878196818302,23.891392,55.40362,25.604305128641297,0.009338204538344896,38,22,1
5d27099f03f801723c32511d,5dce818894e4900006125129,F3,1573814384235,2,23,1,9.3,104.7,12.504764215862313,78.32878196818302,23.891392,55.40362,26.565233937627966,51.41052228485979,38,22,0
5d27099f03f801723c32511d,5dce818894e4900006125129,F3,1573814384235,2,24,30,21.7,107.3,12.504764215862313,78.32878196818302,23.891392,55.40362,30.395457479251128,51.942626579737606,38,22,0
5d27099f03f801723c32511d,5dce818894e4900006125129,F3,1573814384235,2,25,8,11.5,46.2,12.504764215862313,78.32878196818302,23.891392,55.40362,32.14448913715257,15.435453242521383,38,22,0
5d27099f03f801723c32511d,5dce818894e4900006125129,F3,1573814384235,2,26,34,22.5,47.0,12.504764215862313,78.32878196818302,23.891392,55.40362,32.884606094500455,8.518027987865732,38,22,0
5d27099f03f801723c32511d,5dce818894e4900006125129,F3,1573814384235,2,27,12,12.3,112.2,12.504764215862313,78.32878196818302,23.891392,55.40362,33.87183696440129,57.96713853212063,38,22,0
5d27099f03f801723c32511d,5dce818894e4900006125129,F3,1573814384235,2,28,16,12.7,44.1,12.504764215862313,78.32878196818302,23.891392,55.40362,34.22933876131438,15.906573484005406,38,22,0
5d27099f03f801723c32511d,5dce818894e4900006125129,F3,1573814384235,2,29,22,18.3,112.3,12.504764215862313,78.32878196818302,23.891392,55.40362,34.461985032191585,57.17046196771602,38,22,0
5d27099f03f801723c32511d,5dce818894e4900006125129,F3,1573814384235,2,30,39,24.4,44.5,12.504764215862313,78.32878196818302,23.891392,55.40362,35.85921253752088,10.915475766180048,38,22,0
5d27099f03f801723c32511d,5dce818894e4900006125129,F3,1573814384235,2,31,19,14.0,42.5,12.504764215862313,78.32878196818302,23.891392,55.40362,35.8599685913661,16.25862985623524,38,22,0
5d27099f03f801723c32511d,5dce818894e4900006125129,F3,1573814384235,2,32,0,9.2,114.6,12.504764215862313,78.32878196818302,23.891392,55.40362,36.42145966369345,60.99219953405569,38,22,0
5d27099f03f801723c32511d,5dce818894e4900006125129,F3,1573814384235,2,33,24,21.1,42.4,12.504764215862313,78.32878196818302,23.891392,55.40362,36.942596713037844,13.299849713514208,38,22,0
5d27099f03f801723c32511d,5dce818894e4900006125129,F3,1573814384235,2,34,27,21.4,115.2,12.504764215862313,78.32878196818302,23.891392,55.40362,37.92903820037082,59.848258915377514,38,22,0
5d27099f03f801723c32511d,5dce818894e4900006125129,F3,1573814384235,2,35,11,12.1,33.0,12.504764215862313,78.32878196818302,23.891392,55.40362,45.33058910702041,25.317170347455182,38,22,0
5d27099f03f801723c32511d,5dce818894e4900006125129,F3,1573814384235,2,36,41,24.5,33.9,12.504764215862313,78.32878196818302,23.891392,55.40362,46.01958657673276,21.512230865302275,38,22,0
5d27099f03f801723c32511d,5dce818894e4900006125129,F3,1573814384235,2,37,21,14.9,31.6,12.504764215862313,78.32878196818302,23.891392,55.40362,46.79012950069277,25.44518530492682,38,22,0
5d27099f03f801723c32511d,5dce818894e4900006125129,F3,1573814384235,2,38,25,21.3,32.0,12.504764215862313,78.32878196818302,23.891392,55.40362,47.15625315007562,23.546650326576472,38,22,0
5d27099f03f801723c32511d,5dce818894e4900006125129,F3,1573814384235,2,39,20,14.6,23.1,12.504764215862313,78.32878196818302,23.891392,55.40362,55.26851156563047,33.613298415985064,38,22,0
5d27099f03f801723c32511d,5dce818894e4900006125129,F3,1573814384235,2,40,26,21.4,23.6,12.504764215862313,78.32878196818302,23.891392,55.40362,55.44695478902623,31.901054515518194,38,22,0
5d27099f03f801723c32511d,5dce818894e4900006125129,F3,1573814384235,2,41,40,24.5,23.9,12.504764215862313,78.32878196818302,23.891392,55.40362,55.73489022198808,31.50949819978198,38,22,0
5d27099f03f801723c32511d,5dce818894e4900006125129,F3,1573814384235,2,42,14,12.6,20.1,12.504764215862313,78.32878196818302,23.891392,55.40362,58.22885984932881,37.06536278524822,38,22,0
5d27099f03f801723c32511d,5dce818894e4900006125129,F3,1573814384235,2,43,42,24.8,20.2,12.504764215862313,78.32878196818302,23.891392,55.40362,59.41488126801315,35.21534366724346,38,22,0
5da138274db8ce0c98bbd3d2,5dc65d451cda3700060305be,F1,1573277678757,0,1,160,185.2,88.7,183.4384576682836,87.22601272005348,180.49171,90.1197,2.296882645646695,4.917676566641991,156,3,0
5da138274db8ce0c98bbd3d2,5dc65d451cda3700060305be,F1,1573277678757,0,2,159,181.7,83.7,183.4384576682836,87.22601272005348,180.49171,90.1197,3.93128487474426,6.53242013453665,156,3,0
5da138274db8ce0c98bbd3d2,5dc65d451cda3700060305be,F1,1573277678757,0,3,156,180.5,90.1,183.4384576682836,87.22601272005348,180.49171,90.1197,4.1102720534764,0.021373209866555234,156,3,1
5da138274db8ce0c98bbd3d2,5dc65d451cda3700060305be,F1,1573277678757,0,4,153,177.9,88.0,183.4384576682836,87.22601272005348,180.49171,90.1197,5.592277680238028,3.3481470717547652,156,3,0
5da138274db8ce0c98bbd3d2,5dc65d451cda3700060305be,F1,1573277678757,0,5,161,186.4,82.4,183.4384576682836,87.22601272005348,180.49171,90.1197,5.6622550063262,9.721196367428227,156,3,0
5da138274db8ce0c98bbd3d2,5dc65d451cda3700060305be,F1,1573277678757,0,6,155,179.9,93.3,183.4384576682836,87.22601272005348,180.49171,90.1197,7.029509523941705,3.234876939560456,156,3,0
5da138274db8ce0c98bbd3d2,5dc65d451cda3700060305be,F1,1573277678757,0,7,157,180.8,80.0,183.4384576682836,87.22601272005348,180.49171,90.1197,7.692640554302477,10.124394836932224,156,3,0
5da138274db8ce0c98bbd3d2,5dc65d451cda3700060305be,F1,1573277678757,0,8,148,176.4,90.8,183.4384576682836,87.22601272005348,180.49171,90.1197,7.8938755643498535,4.147878833102536,156,3,0
5da138274db8ce0c98bbd3d2,5dc65d451cda3700060305be,F1,1573277678757,0,9,149,176.6,93.6,183.4384576682836,87.22601272005348,180.49171,90.1197,9.348380454700532,5.220909385739244,156,3,0
5da138274db8ce0c98bbd3d2,5dc65d451cda3700060305be,F1,1573277678757,0,10,151,177.5,94.7,183.4384576682836,87.22601272005348,180.49171,90.1197,9.545981633064189,5.4707839304893175,156,3,0
5da138274db8ce0c98bbd3d2,5dc65d451cda3700060305be,F1,1573277678757,0,11,146,173.3,86.4,183.4384576682836,87.22601272005348,180.49171,90.1197,10.172050968475753,8.096719138891995,156,3,0
5da138274db8ce0c98bbd3d2,5dc65d451cda3700060305be,F1,1573277678757,0,12,158,181.0,76.0,183.4384576682836,87.22601272005348,180.49171,90.1197,11.487795149236147,14.128845912320646,156,3,0
