site_id,floor,path_id,n_wifi_scans,n_waypoints,n_interpolated_scans,interpolation_coverage,mean_displacement_m,median_displacement_m,p90_displacement_m,fraction_over_1m,waypoint_assignments,unique_scan_assignments,duplicate_binding_ratio,unmatched_waypoints
5d27099f03f801723c32511d,F1,5dce76495516ad00065f036b,24,4,24,1.0,1.9295010929072045,1.919430980687233,3.575439865025497,0.7916666666666666,4,4,0.0,0
5d27099f03f801723c32511d,F1,5dce764b94e49000061250f0,24,4,15,0.625,1.8482781292113968,1.780359392864788,3.2356113867174154,0.7333333333333333,4,4,0.0,0
5d27099f03f801723c32511d,F1,5dce764d5516ad00065f036d,29,7,28,0.9655172413793104,1.2214368827654773,0.6531885872620697,3.0203338134681545,0.42857142857142855,7,7,0.0,0
5d27099f03f801723c32511d,F1,5dce764f5516ad00065f036f,8,3,8,1.0,1.6048875165420697,1.1542909587903465,3.494126241681247,0.5,3,3,0.0,0
5d27099f03f801723c32511d,F1,5dce764f94e49000061250f2,12,6,10,0.8333333333333334,1.0243488124323388,0.8014700948768516,1.7567953209180898,0.3,6,5,0.16666666666666666,0
5d27099f03f801723c32511d,F1,5dce765094e49000061250f4,12,3,11,0.9166666666666666,1.092595402058353,1.0733011098374083,1.9310711651638566,0.5454545454545454,3,3,0.0,0
5d27099f03f801723c32511d,F1,5dce76525516ad00065f0371,21,6,18,0.8571428571428571,1.9321107911186293,1.4081291774232563,4.6948427316969745,0.6666666666666666,6,6,0.0,0
5d27099f03f801723c32511d,F1,5dce76525516ad00065f0373,9,3,9,1.0,1.8947040398451196,1.763638907207983,3.3324116009536198,0.7777777777777778,3,3,0.0,0
5d27099f03f801723c32511d,F2,5dbb9a5102e97f00064c5270,17,4,16,0.9411764705882353,1.9524348879766242,1.8883775253785369,3.6198890727104303,0.75,4,4,0.0,0
5d27099f03f801723c32511d,F2,5dbb9a52d749ad00067c7336,9,3,8,0.8888888888888888,2.324182172969773,2.3001290984963214,4.003518260098066,0.625,3,3,0.0,0
5d27099f03f801723c32511d,F2,5dbb9a5302e97f00064c5272,6,3,5,0.8333333333333334,0.9658988130259392,0.8595062095977318,1.5736405909276514,0.4,3,3,0.0,0
5d27099f03f801723c32511d,F2,5dbb9a53d749ad00067c7338,17,5,16,0.9411764705882353,1.3993611343046772,1.2032417206009511,2.6054447783718757,0.6875,5,5,0.0,0
5d27099f03f801723c32511d,F2,5dbb9a5402e97f00064c5274,5,2,4,0.8,2.4752156004204346,2.4786520362004705,3.6187632441370856,1.0,2,2,0.0,0
5d27099f03f801723c32511d,F2,5dbb9a54d749ad00067c733a,5,2,2,0.4,0.8994415113154521,0.8994415113154521,0.9321661835192414,0.0,2,2,0.0,0
5d27099f03f801723c32511d,F2,5dbb9a54d749ad00067c733c,10,3,10,1.0,1.8195978779547732,1.5136869592095183,3.4064185746655364,0.8,3,3,0.0,0
5d27099f03f801723c32511d,F2,5dbb9a5502e97f00064c5277,8,3,8,1.0,1.816274270782006,1.7597337863777773,3.258659623110291,0.75,3,3,0.0,0
5d27099f03f801723c32511d,F2,5dbb9a55d749ad00067c733e,10,3,10,1.0,1.9215442788959893,2.0722875619020487,3.2164912918845996,0.7,3,3,0.0,0
5d27099f03f801723c32511d,F2,5dbb9bb702e97f00064c5285,21,6,21,1.0,2.113694799904083,2.232576054138389,4.114537239653647,0.7142857142857143,6,6,0.0,0
5d27099f03f801723c32511d,F2,5dbb9bb7d749ad00067c7350,8,3,7,0.875,2.983067380690494,2.876622628120031,4.943968661654916,0.8571428571428571,3,3,0.0,0
5d27099f03f801723c32511d,F2,5dbb9bb802e97f00064c5287,9,3,8,0.8888888888888888,2.834273874055358,2.9248679509536997,5.053067749403082,0.75,3,3,0.0,0
5d27099f03f801723c32511d,F2,5dbb9bb9d749ad00067c7352,25,5,25,1.0,1.566457077931586,1.5269418475207754,2.757688927173453,0.68,5,5,0.0,0
5d27099f03f801723c32511d,F2,5dbb9bba02e97f00064c5289,30,9,29,0.9666666666666667,1.5281694984640388,1.1875548006465537,3.110403452290917,0.5862068965517241,9,9,0.0,0
5d27099f03f801723c32511d,F2,5dbb9bbbd749ad00067c7354,23,5,23,1.0,1.7531802060365265,1.7566242636026759,3.1771715808916206,0.7391304347826086,5,5,0.0,0
5d27099f03f801723c32511d,F2,5dbb9bbc02e97f00064c528b,11,3,9,0.8181818181818182,2.6508322240823783,2.336122952401089,4.223599602358035,0.8888888888888888,3,3,0.0,0
5d27099f03f801723c32511d,F2,5dbb9bbcd749ad00067c7356,6,2,4,0.6666666666666666,2.3103971684745095,2.3144863670027838,3.1557980722097647,1.0,2,2,0.0,0
5d27099f03f801723c32511d,F2,5dbb9d2ad749ad00067c7361,36,10,35,0.9722222222222222,2.0988885170488154,1.9374355169139335,3.866814691119539,0.7428571428571429,10,10,0.0,0
5d27099f03f801723c32511d,F2,5dbb9d2b02e97f00064c528d,30,9,30,1.0,2.2820553493408724,2.211206001932819,4.265429767121648,0.7666666666666667,9,9,0.0,0
5d27099f03f801723c32511d,F2,5dbb9d2d02e97f00064c528f,6,2,6,1.0,4.134200518364577,4.138488905907795,6.417961811832414,1.0,2,2,0.0,0
5d27099f03f801723c32511d,F2,5dbb9d2dd749ad00067c7363,35,9,34,0.9714285714285714,2.416351248399586,2.2644033773043395,4.616496237557022,0.7647058823529411,9,9,0.0,0
5d27099f03f801723c32511d,F2,5dbb9d2ed749ad00067c7365,6,2,4,0.6666666666666666,0.8458689448635995,0.8478061837546056,1.5621894417068651,0.5,2,2,0.0,0
5d27099f03f801723c32511d,F2,5dbb9d2f02e97f00064c5291,27,7,27,1.0,2.50693254859253,2.346721334637421,4.546637064306305,0.7777777777777778,7,7,0.0,0
5d27099f03f801723c32511d,F2,5dbb9fa0d749ad00067c7370,39,9,39,1.0,2.218103482009837,2.165242894952583,4.010582790297965,0.7692307692307693,9,9,0.0,0
5d27099f03f801723c32511d,F2,5dbb9fa102e97f00064c52a5,22,4,21,0.9545454545454546,3.2769858964812224,3.17503798325551,5.889547101318149,0.8571428571428571,4,4,0.0,0
5d27099f03f801723c32511d,F2,5dbba10302e97f00064c52b3,23,5,22,0.9565217391304348,2.7406587839313397,2.6993315009501355,4.79045835698665,0.8181818181818182,5,5,0.0,0
5d27099f03f801723c32511d,F2,5dbba103d749ad00067c7375,23,6,23,1.0,2.5272135699896032,2.1314121960067283,4.544553779057621,0.782608695652174,6,6,0.0,0
5d27099f03f801723c32511d,F2,5dbba104d749ad00067c7377,4,2,3,0.75,2.023328630540491,2.1873720876028098,2.862293739516332,0.6666666666666666,2,2,0.0,0
5d27099f03f801723c32511d,F2,5dbba10502e97f00064c52b5,19,5,19,1.0,1.9805619855062746,1.9397124329313833,3.5829835941718176,0.6842105263157895,5,5,0.0,0
5d27099f03f801723c32511d,F2,5dbba106d749ad00067c7379,22,5,22,1.0,2.69932176803037,2.4089072879051967,4.655225531134607,0.8181818181818182,5,5,0.0,0
5d27099f03f801723c32511d,F2,5dbbc2d702e97f00064c5333,23,6,23,1.0,2.229463962877271,2.165930007786301,4.001201992108945,0.782608695652174,6,6,0.0,0
5d27099f03f801723c32511d,F2,5dbbc2d8d749ad00067c7415,31,7,30,0.967741935483871,2.4797573868464924,2.46439015059274,4.499361794180608,0.7666666666666667,7,7,0.0,0
5d27099f03f801723c32511d,F2,5dbbc3a402e97f00064c5335,32,6,31,0.96875,2.4201095998787103,2.4509556356090387,4.401847971435151,0.8064516129032258,6,6,0.0,0
5d27099f03f801723c32511d,F2,5dbbd03adbd8c70007364ad7,18,6,18,1.0,2.3773047479062406,2.0946859111166756,4.210473292974156,0.8333333333333334,6,6,0.0,0
5d27099f03f801723c32511d,F2,5dbbd03ba002240006a875e7,13,6,13,1.0,1.7693941365093717,1.510302289294719,3.5439245067876604,0.6923076923076923,6,5,0.16666666666666666,0
5d27099f03f801723c32511d,F2,5dbbd042dbd8c70007364ad9,24,6,23,0.9583333333333334,2.5861085920040985,2.184004561003112,4.8959895328553085,0.8260869565217391,6,6,0.0,0
5d27099f03f801723c32511d,F2,5dce82b85516ad00065f03cf,136,9,135,0.9926470588235294,2.17610491594536,2.110112813553968,3.8962520697506,0.7703703703703704,9,9,0.0,0
5d27099f03f801723c32511d,F2,5dce82be94e4900006125156,155,22,154,0.9935483870967742,2.3857933308226027,1.9275623124728183,4.8822555763030655,0.7142857142857143,22,21,0.045454545454545456,0
5d27099f03f801723c32511d,F2,5dce82c194e4900006125158,86,16,85,0.9883720930232558,1.8027076903632806,1.2920890498512567,4.180230785722086,0.6352941176470588,16,16,0.0,0
5d27099f03f801723c32511d,F2,5dce82c35516ad00065f03d1,69,10,63,0.9130434782608695,1.160039257783499,0.8917164331865708,2.703015588029088,0.42857142857142855,10,10,0.0,0
5d27099f03f801723c32511d,F2,5dce82c694e490000612515b,73,8,65,0.8904109589041096,2.4371617099909813,1.7586353994252688,5.556998733833012,0.7538461538461538,8,8,0.0,0
5d27099f03f801723c32511d,F2,5dce82c75516ad00065f03d3,5,2,4,0.8,2.4362393009843,2.4280515123161583,3.592206192041012,1.0,2,2,0.0,0
5d27099f03f801723c32511d,F2,5dce82c994e490000612515d,79,10,78,0.9873417721518988,1.9468489591789637,1.7939056180676374,3.8645904521178767,0.717948717948718,10,10,0.0,0
5d27099f03f801723c32511d,F2,5dce82cc94e490000612515f,74,13,73,0.9864864864864865,1.6033011488664046,1.4409358915190025,3.001037429768263,0.6575342465753424,13,13,0.0,0
5d27099f03f801723c32511d,F2,5dce82ce94e4900006125161,57,9,55,0.9649122807017544,2.260121840497054,1.9603874814750013,4.3040649275426635,0.7636363636363637,9,9,0.0,0
5d27099f03f801723c32511d,F2,5dce82cf5516ad00065f03d5,4,2,4,1.0,2.835509546186561,2.8424032288331302,4.051389716657726,1.0,2,2,0.0,0
5d27099f03f801723c32511d,F2,5dce82d15516ad00065f03d7,5,2,4,0.8,2.427406576940812,2.4206351577449796,4.013861771665286,0.75,2,2,0.0,0
5d27099f03f801723c32511d,F2,5dce82d194e4900006125163,51,7,51,1.0,1.9898780063570163,1.8111067120431814,4.047944617308625,0.7254901960784313,7,7,0.0,0
5d27099f03f801723c32511d,F2,5dce82d294e4900006125165,13,3,10,0.7692307692307693,3.066160462285386,2.612820035130815,5.570790945473863,0.9,3,3,0.0,0
5d27099f03f801723c32511d,F2,5dce957c94e4900006125229,11,2,6,0.5454545454545454,2.348767435086144,2.355718952511908,3.5861375368721182,1.0,2,2,0.0,0
5d27099f03f801723c32511d,F2,5dce95825516ad00065f0472,31,6,31,1.0,2.8528807283636106,2.7982014683115253,5.203319904562842,0.8064516129032258,6,6,0.0,0
5d27099f03f801723c32511d,F2,5dce95865516ad00065f0474,43,8,42,0.9767441860465116,2.4319383444126794,2.2719199017762897,4.628839672461457,0.7619047619047619,8,8,0.0,0
5d27099f03f801723c32511d,F2,5dce980394e490000612522d,17,7,17,1.0,2.3023474870469807,2.1596943516213845,4.36049671534238,0.8235294117647058,7,6,0.14285714285714285,0
5d27099f03f801723c32511d,F2,5dce980494e490000612522f,11,5,11,1.0,2.6863400749013837,2.3152771164032333,4.496377485320229,0.9090909090909091,5,5,0.0,0
5d27099f03f801723c32511d,F2,5dce9ee25516ad00065f04a1,8,4,8,1.0,2.3258874831401446,2.474005599621229,4.073256673661038,0.625,4,4,0.0,0
5d27099f03f801723c32511d,F2,5dce9ee294e490000612526b,6,4,6,1.0,1.6276231077921393,1.2101940229607648,3.0675230938709324,0.6666666666666666,4,3,0.25,0
5d27099f03f801723c32511d,F2,5dce9ee494e490000612526d,30,7,19,0.6333333333333333,1.8635071329517974,1.5509774879815517,3.4267733661681348,0.631578947368421,7,7,0.0,0
5d27099f03f801723c32511d,F2,5dce9ee55516ad00065f04a3,9,5,9,1.0,2.0778865272367666,1.6363709361611882,4.514787529671297,0.6666666666666666,5,5,0.0,0
5d27099f03f801723c32511d,F2,5dce9ee594e490000612526f,21,6,15,0.7142857142857143,2.265244510618822,1.6187002346405006,4.445811979961628,0.8,6,5,0.16666666666666666,0
5d27099f03f801723c32511d,F2,5dce9ee694e4900006125271,25,9,24,0.96,2.3079133402046463,2.0635252643979416,4.750597675433011,0.7083333333333334,9,9,0.0,0
5d27099f03f801723c32511d,F2,5dce9ee85516ad00065f04a5,35,11,35,1.0,2.6332546235305103,2.719058449449305,5.1071961762319855,0.7428571428571429,11,10,0.09090909090909091,0
5d27099f03f801723c32511d,F2,5dce9eea5516ad00065f04a7,49,16,49,1.0,2.2933643170131344,2.1225263684543605,4.324729115374732,0.7551020408163265,16,16,0.0,0
5d27099f03f801723c32511d,F3,5dce817c94e490000612511d,255,65,253,0.9921568627450981,2.3251462547628092,1.928472894646509,4.795179550546767,0.7391304347826086,58,58,0.0,7
5d27099f03f801723c32511d,F3,5dce817e5516ad00065f0399,4,2,3,0.75,1.5459706151951638,1.487617802758877,2.1357129351681383,0.6666666666666666,2,2,0.0,0
5d27099f03f801723c32511d,F3,5dce817e5516ad00065f039b,6,4,5,0.8333333333333334,0.8165637118321201,0.898349508908805,1.6112887975131407,0.2,2,2,0.0,2
5d27099f03f801723c32511d,F3,5dce818194e490000612511f,74,17,70,0.9459459459459459,2.1495091699119766,1.691339176725748,4.394545127992325,0.6714285714285714,15,15,0.0,2
5d27099f03f801723c32511d,F3,5dce818294e4900006125121,21,4,17,0.8095238095238095,2.038446435728217,1.5535918093484509,3.7886143007067123,0.7647058823529411,4,4,0.0,0
5d27099f03f801723c32511d,F3,5dce818294e4900006125123,4,2,4,1.0,2.9408405587087882,3.203781042555682,3.929971412201637,1.0,1,1,0.0,1
5d27099f03f801723c32511d,F3,5dce81845516ad00065f039d,31,6,28,0.9032258064516129,2.5706785529037197,1.658080804586812,5.684711289282787,0.6428571428571429,6,6,0.0,0
5d27099f03f801723c32511d,F3,5dce818494e4900006125125,12,3,11,0.9166666666666666,1.9159845431179823,1.671264098048819,3.9402261049705336,0.6363636363636364,3,3,0.0,0
5d27099f03f801723c32511d,F3,5dce81855516ad00065f039f,4,3,4,1.0,2.938262987180604,2.9372660485489197,3.6713546889989095,1.0,1,1,0.0,2
5d27099f03f801723c32511d,F3,5dce818594e4900006125127,10,3,5,0.5,1.8929984129577977,1.688364129182354,3.2272349492592896,0.8,2,2,0.0,1
5d27099f03f801723c32511d,F3,5dce81865516ad00065f03a1,27,5,25,0.9259259259259259,2.3582646699939094,2.0810069781465677,4.522633887338688,0.68,4,4,0.0,1
5d27099f03f801723c32511d,F3,5dce81875516ad00065f03a3,18,5,18,1.0,2.6931967339314316,2.5718230697597715,4.865496677521438,0.7777777777777778,5,5,0.0,0
5d27099f03f801723c32511d,F3,5dce81885516ad00065f03a5,5,3,5,1.0,2.682377894193588,2.617307026813603,4.753551391377974,0.6,2,2,0.0,1
5d27099f03f801723c32511d,F3,5dce818994e490000612512b,3,3,2,0.6666666666666666,0.9785922397702036,0.9785922397702036,1.28517857117559,0.5,2,2,0.0,1
5d27099f03f801723c32511d,F3,5dce818a5516ad00065f03a7,48,8,48,1.0,2.1377904275861304,1.7587892427838043,4.2680309010064335,0.7083333333333334,7,7,0.0,1
5d27099f03f801723c32511d,F3,5dce9c915516ad00065f0489,15,8,15,1.0,1.7957404327254805,1.4430721471612886,3.108597766650427,0.6666666666666666,8,7,0.125,0
5d27099f03f801723c32511d,F3,5dce9c9194e4900006125246,10,5,8,0.8,1.5696151504389029,1.4376075351064181,3.039048611033318,0.5,5,4,0.2,0
5d27099f03f801723c32511d,F4,5dce8b4e5516ad00065f0400,58,9,56,0.9655172413793104,1.3835809490147863,1.1562838489433396,2.4905579918113534,0.6071428571428571,9,9,0.0,0
5d27099f03f801723c32511d,F4,5dce8b4f94e49000061251b5,34,7,31,0.9117647058823529,2.1915321814929367,1.952127319528072,4.227184072349595,0.7096774193548387,7,7,0.0,0
5d27099f03f801723c32511d,F4,5dce8b5194e49000061251b7,10,3,8,0.8,1.2696173243321347,1.1385467349177372,2.125820828078388,0.5,3,3,0.0,0
5d27099f03f801723c32511d,F4,5dce8b5b94e49000061251ba,185,38,183,0.9891891891891892,1.4113189477249914,1.213350211292513,2.8413369714359367,0.5846994535519126,38,38,0.0,0
5d27099f03f801723c32511d,F4,5dce8b5c94e49000061251bc,19,4,18,0.9473684210526315,1.2517795862835313,1.1212816155342726,2.398070737536323,0.6111111111111112,4,4,0.0,0
5d27099f03f801723c32511d,F4,5dce8b5d5516ad00065f0403,3,2,2,0.6666666666666666,0.6432974029488377,0.6432974029488377,0.7829384466444068,0.0,2,2,0.0,0
5d27099f03f801723c32511d,F4,5dce8b5e5516ad00065f0405,24,5,23,0.9583333333333334,1.2143000546158744,0.9366582625565302,2.33681955461698,0.4782608695652174,5,5,0.0,0
5d27099f03f801723c32511d,F4,5dce8b5f94e49000061251bf,8,2,5,0.625,2.5805692413716494,2.525040065153726,3.99900507166789,0.8,2,2,0.0,0
5d27099f03f801723c32511d,F4,5dce8be794e49000061251cd,22,9,22,1.0,1.6776145682336712,1.4899286151061724,3.6785038634576,0.5909090909090909,9,9,0.0,0
5d27099f03f801723c32511d,F4,5dce910b5516ad00065f0442,37,6,36,0.972972972972973,2.5057129672364327,2.391701875834621,4.702134304187984,0.75,6,6,0.0,0
5d27099f03f801723c32511d,F4,5dce910c5516ad00065f0444,20,3,16,0.8,1.4821266239952355,1.4762304890358044,2.755790735892558,0.625,3,3,0.0,0
5d27099f03f801723c32511d,F4,5dce910d5516ad00065f0446,37,8,37,1.0,1.6031961895144506,1.3580621846453356,2.920510213694547,0.6486486486486487,8,8,0.0,0
5d27099f03f801723c32511d,F4,5dce910e5516ad00065f0448,36,6,30,0.8333333333333334,2.0966495893459185,2.0258136566009908,3.952562230454554,0.8,6,6,0.0,0
5d27099f03f801723c32511d,F4,5dce910f5516ad00065f044a,21,5,21,1.0,1.2612601249953084,1.1939518838427845,2.4977289103898372,0.5238095238095238,5,5,0.0,0
5d27099f03f801723c32511d,F4,5dce911094e4900006125209,63,15,59,0.9365079365079365,1.466980903561284,1.0550973686322023,3.40889607604276,0.559322033898305,15,15,0.0,0
5d27099f03f801723c32511d,F4,5dce91125516ad00065f044c,42,6,41,0.9761904761904762,1.2687142711277495,0.9882547618267559,2.5866291258312053,0.4878048780487805,6,6,0.0,0
5d27099f03f801723c32511d,F4,5dce9b6a5516ad00065f0486,1,2,1,1.0,0.18575215029827422,0.18575215029827422,0.18575215029827422,0.0,2,1,0.5,0
5d27099f03f801723c32511d,F4,5dce9b6b94e490000612523b,25,11,25,1.0,1.6205789669760151,1.1399237930666,3.1795239093489855,0.64,11,11,0.0,0
5da138274db8ce0c98bbd3d2,F1,5dc65d241cda370006030578,28,4,24,0.8571428571428571,1.5505838259630653,1.4823359368374172,3.0008162461357646,0.6666666666666666,4,4,0.0,0
5da138274db8ce0c98bbd3d2,F1,5dc65d261cda37000603057c,8,3,8,1.0,2.461941563020499,2.076195334065076,4.0038832848956725,0.875,3,3,0.0,0
5da138274db8ce0c98bbd3d2,F1,5dc65d2717ffdd0006f114d1,20,4,19,0.95,2.3332783102987444,2.0634700581609366,4.56025483345351,0.7368421052631579,4,4,0.0,0
5da138274db8ce0c98bbd3d2,F1,5dc65d2717ffdd0006f114d3,4,2,4,1.0,2.9261562811190625,2.9315119279104387,4.096224166961008,1.0,2,2,0.0,0
5da138274db8ce0c98bbd3d2,F1,5dc65d2817ffdd0006f114d5,8,3,8,1.0,1.8761616387097653,1.9222023867486873,3.125453137281671,0.75,3,3,0.0,0
5da138274db8ce0c98bbd3d2,F1,5dc65d281cda37000603057f,9,3,9,1.0,1.8735747547827803,1.8509246112629336,3.1999248613783084,0.7777777777777778,3,3,0.0,0
5da138274db8ce0c98bbd3d2,F1,5dc65d2917ffdd0006f114d7,3,2,3,1.0,2.541435209110349,2.184875642459048,3.476683366062959,1.0,2,2,0.0,0
5da138274db8ce0c98bbd3d2,F1,5dc65d2a17ffdd0006f114d9,19,5,18,0.9473684210526315,1.502198413769866,1.2369263879206707,2.881903584835411,0.6666666666666666,5,5,0.0,0
5da138274db8ce0c98bbd3d2,F1,5dc65d2a1cda370006030581,5,2,3,0.6,1.354601091067148,1.191388488908565,1.8665933084222022,0.6666666666666666,2,2,0.0,0
5da138274db8ce0c98bbd3d2,F1,5dc65d2b17ffdd0006f114db,9,3,8,0.8888888888888888,1.436881672906842,1.4616473885902521,2.5820730937171086,0.75,3,3,0.0,0
5da138274db8ce0c98bbd3d2,F1,5dc65d2b17ffdd0006f114dd,5,2,5,1.0,2.424042916457856,2.3898030482230803,3.744898241575893,0.8,2,2,0.0,0
5da138274db8ce0c98bbd3d2,F1,5dc65d2b17ffdd0006f114df,5,2,5,1.0,2.6078434332718428,2.6355286986958357,3.97256416417222,0.8,2,2,0.0,0
5da138274db8ce0c98bbd3d2,F1,5dc65d2c17ffdd0006f114e1,15,5,15,1.0,1.9713602025937709,2.059397830347026,4.092279148742638,0.6,5,5,0.0,0
5da138274db8ce0c98bbd3d2,F1,5dc65d2d1cda370006030584,8,2,8,1.0,3.737566848663806,3.7392237551688097,5.997090249538382,1.0,2,2,0.0,0
5da138274db8ce0c98bbd3d2,F1,5dc65d2e17ffdd0006f114e3,6,2,6,1.0,4.015406112047174,4.01696216944382,6.220339443095748,1.0,2,2,0.0,0
5da138274db8ce0c98bbd3d2,F1,5dc65d2e1cda370006030586,6,2,6,1.0,3.3720935100793787,3.370689714061238,5.350568523148275,0.8333333333333334,2,2,0.0,0
5da138274db8ce0c98bbd3d2,F1,5dc65d2f17ffdd0006f114e5,8,2,6,0.75,3.698631439856303,3.698441483950606,5.825187804151476,1.0,2,2,0.0,0
5da138274db8ce0c98bbd3d2,F1,5dc65d2f1cda370006030588,9,2,5,0.5555555555555556,3.6853969995605937,3.9729544334294977,5.407972189285704,1.0,2,2,0.0,0
5da138274db8ce0c98bbd3d2,F1,5dc65d3017ffdd0006f114e7,14,2,6,0.42857142857142855,3.4223193623698993,3.4214182303033436,5.461401002574913,1.0,2,2,0.0,0
5da138274db8ce0c98bbd3d2,F1,5dc65d3017ffdd0006f114e9,8,2,7,0.875,3.172773831692212,3.63728633376014,5.4950852541929045,0.8571428571428571,2,2,0.0,0
5da138274db8ce0c98bbd3d2,F1,5dc65d311cda37000603058b,5,2,5,1.0,1.7833645028631733,1.4930087848530007,2.965085316960307,0.8,2,2,0.0,0
5da138274db8ce0c98bbd3d2,F1,5dc65d3217ffdd0006f114eb,16,4,16,1.0,2.3463755723944604,2.211823521628895,4.380900668171261,0.8125,4,4,0.0,0
5da138274db8ce0c98bbd3d2,F1,5dc65d3217ffdd0006f114ed,11,3,10,0.9090909090909091,2.348886326807374,2.0137429143333816,3.709028754187224,0.8,3,3,0.0,0
5da138274db8ce0c98bbd3d2,F1,5dc65d3317ffdd0006f114ef,8,2,6,0.75,2.0567300862972377,2.0550234923935173,3.1290399224665926,0.8333333333333334,2,2,0.0,0
5da138274db8ce0c98bbd3d2,F1,5dc65d331cda37000603058d,3,2,3,1.0,2.1927913149093574,2.0049197241617245,3.034054483860199,1.0,2,2,0.0,0
